Market,Region,VCPType,Technology,Datacenter,Site,Id,Timestamp,Freq,'ACPF.CpuUsageAvg.percent','ACPF.CpuUsageMax.percent','ACPF.CpuUsageMin.percent','ACPF.DiskUsageAvg.percent','ACPF.DiskUsageMax.percent','ACPF.DiskUsageMin.percent','ACPF.MemUsageAvg.percent','ACPF.MemUsageMax.percent','ACPF.MemUsageMin.percent','ACPF.MemUsageTot.number','ACPF.DiskUsageTot.number','ACPF.CpuUsageTot.number','ACPF.DiskUsageCnt.number','ACPF.InThruPeak_VM.number','ACPF.OutThruPeak_VM.number'
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T14:00:00-04:00,3600,6.44,19.73,1.03,1.58,1.86,1.32,15.63,19.71,11.66,11250.71,1134.95,4634.8,,195.54,225.84
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T14:00:00-04:00,3600,11.79,12.8,10.91,9.92,9.93,9.92,79.8,79.81,79.78,28725.65,3572.54,4243.12,,50.28,1755.35
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-01,2025-09-27T14:00:00-04:00,3600,0.64,1.04,0.54,9.9,9.91,9.9,76.59,76.6,76.58,27573.47,3565.55,230.49,,0.72,0.5
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T14:00:00-04:00,3600,11.55,12.66,10.32,9.93,9.93,9.92,79.76,79.77,79.75,28713.79,3573.07,4158.84,,58.81,4557.55
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-03,2025-09-27T14:00:00-04:00,3600,0.6,0.9,0.5,9.91,9.92,9.91,76.69,76.71,76.68,27608.18,3568.77,217.51,,0.24,0.68
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CIC-00,2025-09-27T14:00:00-04:00,3600,3.48,4.11,3.06,2.44,2.46,2.42,37.2,37.46,36.94,26785.26,1756.99,2507.39,,1.63,1.46
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-00,2025-09-27T14:00:00-04:00,3600,1.31,3,1.08,1.28,1.28,1.28,11.62,11.66,11.6,4182.86,461.16,470.77,,3.56,3.45
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CMC-01,2025-09-27T14:00:00-04:00,3600,2.06,6.72,1.11,1.29,1.29,1.29,12.37,12.4,12.35,4451.57,463.31,743.95,,2.99,5.24
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-00,2025-09-27T14:00:00-04:00,3600,0.76,1.14,0.59,9.92,9.93,9.91,77.46,78.24,76.68,55770.28,7140.73,544.35,,3,14.03
070,Upstate New York,VCP Edge 1.x,NR,,HNRT,ACPF-CPC-02,2025-09-27T14:00:00-04:00,3600,0.8,1.37,0.57,9.87,9.87,9.85,77.44,78.28,76.62,55759.93,7101,573.17,,2.91,11.26
