DAY,HR,5G,REGION,MARKET,MARKET_DESC,SITE,GNB,DL_GTP_Data_Volume_RN_MB,ENDC_Sessions_RN,Intra_CU_HO_Attempts_RN,Intra_CU_HO_Success_RN,Intra_CU_HO_Success_Rate_RN_%,Max_ENDC_Sessions_RN,SgNB_Modification_Attempts_RN,SgNB_Modification_Success_RN,SgNB_Modification_Success_Rate_RN_%,UL_GTP_Data_Volume_RN_MB,Attach_Success_rate_%_RN,Attach_Success_RN_Num,Attach_Success_RN_Den,Drop_rate_%_RN,Drop_RN_Num,Drop_RN_Den,DL_Tput_RN_Mbps,UL_Tput_RN_Mbps,UL_TTI_Util_Rate_%_RN,DL_TTI_Util_Rate_%_RN,DL_HARQ_Residual_BLER_%_RN,UL_HARQ_Residual_BLER_%_RN,Cell_Availability_RN,COR_NSA_Cell_Availability,COR_NSA_Cell_NumOf_ENDC_sessions,COR_NSA_Cell_X2AP_SgNBAddRqst,COR_NSA_Cell_DL_Avg_DUu_GTP_TPT,COR_NSA_Cell_DL_Avg_S1U_GTP_TPT,DL_GTP_Data_Volume_MB,ENDC_Sessions,Intra_CU_HO_Attempts,Intra_CU_HO_Success,Intra_CU_HO_Success_Rate_%,Max_ENDC_Sessions,SgNB_Modification_Attempts,SgNB_Modification_Success,SgNB_Modification_Success_Rate_%,UL_GTP_Data_Volume_MB,Drop_Den,Drop_Num,Drop_rate_%,Attach_Success_Den,Attach_Success_Num,Attach_Success_rate_%
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_NORMANDY_WEST,1439101,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_NUTAL_RISE,1437787,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_NUTAL_RISE,1439787,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_OPM_CSX,1437077,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_OPM_RIVERS_RV,1437076,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_PANACEA,1437859,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_PAT_THOMAS_PKWY,1437767,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_SOUTHSIDE_BLVD,1437276,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_SOUTHSIDE_ESTATES_GEARON,1437082,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_SPECTRASITE_CHAFFEE,1437106,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_ST_AUGUSTINE,1437523,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_SUNBEAM_RD,1437272,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_TALLYRAND,1437092,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_TRAXLER,1437643,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_WATERVIEW_RIDGE_WEST,1437521,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_WAUKEENAH,1437777,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
09/27/2025,02,5GNR,Florida,143,Jacksonville,4G5G_ATC_WESTLAKE,1437601,0,0,0,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,255.42,88,2,1,50,14,787,785,99.75,42.58,1696,17,1,1705,1705,100
